date,unitname,id_sim,variant,case_type,value,date_intro,lag,params_1,params_2,parval_1,parval_2,fig,lag_median,value_median
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,0.001,fig_3f,11,1.1314
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,0.01,fig_3f,11,1.1314
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,0.1,fig_3f,11,1.1314
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,0.5,fig_3f,11,1.1314
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,1,fig_3f,11,1.1314
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,1.5,fig_3f,11,1.1314
2021-10-05,ZA,1,Omicron BA.1,Community,1.196559444647886,2021-09-21,14,Travel hubs,Change DSR,NA,2,fig_3f,11,1.1314
2021-09-29,ZA,10,Omicron BA.1,Community,1.037301111247822,2021-09-21,8,Travel hubs,Change DSR,NA,0.001,fig_3f,11,1.1314
2021-09-29,ZA,10,Omicron BA.1,Community,1.037301111247822,2021-09-21,8,Travel hubs,Change DSR,NA,0.01,fig_3f,11,1.1314
2021-09-29,ZA,10,Omicron BA.1,Community,1.037301111247822,2021-09-21,8,Travel hubs,Change DSR,NA,0.1,fig_3f,11,1.1314
2021-09-29,ZA,10,Omicron BA.1,Community,1.037301111247822,2021-09-21,8,Travel hubs,Change DSR,NA,0.5,fig_3f,11,1.1314
2021-09-29,ZA,10,Omicron BA.1,Community,1.037301111247822,2021-09-21,8,Travel hubs,Change DSR,NA,1,fig_3f,11,1.1314
2021-09-29,ZA,10,Omicron BA.1,Community,1.037301111247822,2021-09-21,8,Travel hubs,Change DSR,NA,1.5,fig_3f,11,1.1314
