variant,params_1,params_2,parval_1,parval_2,lag_median,lag_mean
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T3a-H,14,13.3477
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7-H,14,13.6758
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7a-H,14,13.7734
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11-H,14,13.418
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11a-H,14,13.5293
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T3-M,16,18.1094
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T3a-M,14,15.3145
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7-M,14,16.1367
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T7a-M,14,16.1602
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11-M,11,12.9609
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),90%,T11a-M,11,13.7363
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3-R,10,11.1133
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3a-R,10,11.0625
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7-R,10,11.0977
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7a-R,10,11.0625
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11-R,10,11.0977
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11a-R,10,11.0625
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3-H,15,14.5117
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3a-H,14,13.2812
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7-H,14,13.6074
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7a-H,14,13.5645
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11-H,12,13.0312
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11a-H,14,13.3262
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3-M,16,17.6641
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T3a-M,14,14.9688
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7-M,14,15.7617
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T7a-M,14,15.6816
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11-M,11,12.6113
Omicron BA.1,Traveler weight (travel hubs),Strategies (total),100%,T11a-M,11,13.1309
