date,unitname,id_sim,variant,case_type,value,date_intro,lag,params_1,params_2,parval_1,parval_2,fig,lag_median,value_median
2021-10-05,ZA,1,Omicron BA.1,Community,1.1992029912170512,2021-09-21,14,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-05,ZA,1,Omicron BA.1,Community,1.1992029912170505,2021-09-21,14,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-05,ZA,1,Omicron BA.1,Community,1.1992029912170505,2021-09-21,14,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-05,ZA,1,Omicron BA.1,Community,1.1992029912170508,2021-09-21,14,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-05,ZA,1,Omicron BA.1,Community,1.1992029912170505,2021-09-21,14,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-09-29,ZA,10,Omicron BA.1,Community,1.040163465655074,2021-09-21,8,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-09-29,ZA,10,Omicron BA.1,Community,1.0401634656550738,2021-09-21,8,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-09-29,ZA,10,Omicron BA.1,Community,1.0401634656550738,2021-09-21,8,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-09-29,ZA,10,Omicron BA.1,Community,1.0401634656550736,2021-09-21,8,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-09-29,ZA,10,Omicron BA.1,Community,1.0401634656550738,2021-09-21,8,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-07,ZA,100,Omicron BA.1,Community,1.6052479364719952,2021-09-21,16,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-07,ZA,100,Omicron BA.1,Community,1.6052479364719947,2021-09-21,16,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-07,ZA,100,Omicron BA.1,Community,1.6052479364719947,2021-09-21,16,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-07,ZA,100,Omicron BA.1,Community,1.6052479364719956,2021-09-21,16,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-07,ZA,100,Omicron BA.1,Community,1.6052479364719947,2021-09-21,16,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-07,ZA,1000,Omicron BA.1,Community,1.1687962947363786,2021-09-21,16,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-07,ZA,1000,Omicron BA.1,Community,1.1687962947363788,2021-09-21,16,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-07,ZA,1000,Omicron BA.1,Community,1.1687962947363788,2021-09-21,16,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-07,ZA,1000,Omicron BA.1,Community,1.1687962947363781,2021-09-21,16,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-07,ZA,1000,Omicron BA.1,Community,1.1687962947363788,2021-09-21,16,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-02,ZA,1001,Omicron BA.1,Community,1.173251095610544,2021-09-21,11,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-02,ZA,1001,Omicron BA.1,Community,1.1732510956105433,2021-09-21,11,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-02,ZA,1001,Omicron BA.1,Community,1.1732510956105433,2021-09-21,11,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-02,ZA,1001,Omicron BA.1,Community,1.1732510956105433,2021-09-21,11,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-02,ZA,1001,Omicron BA.1,Community,1.1732510956105433,2021-09-21,11,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-07,ZA,1002,Omicron BA.1,Community,1.0283964021814653,2021-09-21,16,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-07,ZA,1002,Omicron BA.1,Community,1.0283964021814653,2021-09-21,16,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-07,ZA,1002,Omicron BA.1,Community,1.0283964021814653,2021-09-21,16,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-07,ZA,1002,Omicron BA.1,Community,1.028396402181465,2021-09-21,16,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-07,ZA,1002,Omicron BA.1,Community,1.0283964021814653,2021-09-21,16,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-09-29,ZA,1003,Omicron BA.1,Community,1.0476247639477474,2021-09-21,8,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-09-29,ZA,1003,Omicron BA.1,Community,1.0476247639477472,2021-09-21,8,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-09-29,ZA,1003,Omicron BA.1,Community,1.0476247639477472,2021-09-21,8,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-09-29,ZA,1003,Omicron BA.1,Community,1.047624763947747,2021-09-21,8,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-09-29,ZA,1003,Omicron BA.1,Community,1.0476247639477472,2021-09-21,8,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-01,ZA,1004,Omicron BA.1,Community,1.0471486038314888,2021-09-21,10,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-01,ZA,1004,Omicron BA.1,Community,1.0471486038314886,2021-09-21,10,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-01,ZA,1004,Omicron BA.1,Community,1.0471486038314886,2021-09-21,10,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-01,ZA,1004,Omicron BA.1,Community,1.0471486038314883,2021-09-21,10,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-01,ZA,1004,Omicron BA.1,Community,1.0471486038314886,2021-09-21,10,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-05,ZA,1005,Omicron BA.1,Community,1.0163835681255922,2021-09-21,14,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-05,ZA,1005,Omicron BA.1,Community,1.0163835681255924,2021-09-21,14,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-05,ZA,1005,Omicron BA.1,Community,1.0163835681255924,2021-09-21,14,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-05,ZA,1005,Omicron BA.1,Community,1.0163835681255922,2021-09-21,14,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-05,ZA,1005,Omicron BA.1,Community,1.0163835681255924,2021-09-21,14,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-03,ZA,1006,Omicron BA.1,Community,1.1255030414294278,2021-09-21,12,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-03,ZA,1006,Omicron BA.1,Community,1.125503041429428,2021-09-21,12,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-03,ZA,1006,Omicron BA.1,Community,1.125503041429428,2021-09-21,12,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-03,ZA,1006,Omicron BA.1,Community,1.1255030414294278,2021-09-21,12,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-03,ZA,1006,Omicron BA.1,Community,1.125503041429428,2021-09-21,12,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-06,ZA,1007,Omicron BA.1,Community,1.1191382533079348,2021-09-21,15,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-06,ZA,1007,Omicron BA.1,Community,1.1191382533079348,2021-09-21,15,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-06,ZA,1007,Omicron BA.1,Community,1.1191382533079348,2021-09-21,15,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-06,ZA,1007,Omicron BA.1,Community,1.1191382533079346,2021-09-21,15,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-06,ZA,1007,Omicron BA.1,Community,1.1191382533079348,2021-09-21,15,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-09-30,ZA,1008,Omicron BA.1,Community,1.0001960324061223,2021-09-21,9,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-09-30,ZA,1008,Omicron BA.1,Community,1.000196032406122,2021-09-21,9,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-09-30,ZA,1008,Omicron BA.1,Community,1.000196032406122,2021-09-21,9,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-09-30,ZA,1008,Omicron BA.1,Community,1.000196032406122,2021-09-21,9,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-09-30,ZA,1008,Omicron BA.1,Community,1.000196032406122,2021-09-21,9,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-10-05,ZA,1009,Omicron BA.1,Community,1.1584987094503636,2021-09-21,14,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
2021-10-05,ZA,1009,Omicron BA.1,Community,1.1584987094503638,2021-09-21,14,Traveler weight,Change IDR,0,0.5,fig_3c,11,1.1223
2021-10-05,ZA,1009,Omicron BA.1,Community,1.1584987094503638,2021-09-21,14,Traveler weight,Change IDR,0,1,fig_3c,11,1.1223
2021-10-05,ZA,1009,Omicron BA.1,Community,1.1584987094503638,2021-09-21,14,Traveler weight,Change IDR,0,1.5,fig_3c,11,1.1223
2021-10-05,ZA,1009,Omicron BA.1,Community,1.1584987094503638,2021-09-21,14,Traveler weight,Change IDR,0,2,fig_3c,11,1.1223
2021-09-29,ZA,101,Omicron BA.1,Community,1.2794886606875433,2021-09-21,8,Traveler weight,Change IDR,0,0.1,fig_3c,11,1.1223
