variant,params_1,params_2,parval_1,parval_2,lag_median,lag_mean
Omicron BA.2,Traveler weight,Travel hubs,0.7,9,9,9.9961
Omicron BA.2,Traveler weight,Travel hubs,0.7,11,9,9.9395
Omicron BA.2,Traveler weight,Travel hubs,0.7,13,9,9.9492
Omicron BA.2,Traveler weight,Travel hubs,0.7,15,9,9.9492
Omicron BA.2,Traveler weight,Travel hubs,0.7,17,9,9.9531
Omicron BA.2,Traveler weight,Travel hubs,0.7,Max,9,9.7949
Omicron BA.2,Traveler weight,Travel hubs,0.9,3,25,25.2617
Omicron BA.2,Traveler weight,Travel hubs,0.9,5,25,24.6699
Omicron BA.2,Traveler weight,Travel hubs,0.9,7,27,26.3652
Omicron BA.2,Traveler weight,Travel hubs,0.9,9,9,9.8984
Omicron BA.2,Traveler weight,Travel hubs,0.9,11,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.9,13,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.9,15,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.9,17,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.9,Max,9,9.6641
Omicron BA.2,Traveler weight,Travel hubs,0.99,3,25,24.8848
Omicron BA.2,Traveler weight,Travel hubs,0.99,5,25,23.9453
Omicron BA.2,Traveler weight,Travel hubs,0.99,7,26,25.3145
Omicron BA.2,Traveler weight,Travel hubs,0.99,9,9,9.8867
Omicron BA.2,Traveler weight,Travel hubs,0.99,11,9,9.8281
Omicron BA.2,Traveler weight,Travel hubs,0.99,13,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.99,15,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.99,17,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,0.99,Max,9,9.6055
Omicron BA.2,Traveler weight,Travel hubs,1,3,25,24.8691
Omicron BA.2,Traveler weight,Travel hubs,1,5,25,23.793
Omicron BA.2,Traveler weight,Travel hubs,1,7,26,25.2422
Omicron BA.2,Traveler weight,Travel hubs,1,9,9,9.8867
Omicron BA.2,Traveler weight,Travel hubs,1,11,9,9.8281
Omicron BA.2,Traveler weight,Travel hubs,1,13,9,9.8281
Omicron BA.2,Traveler weight,Travel hubs,1,15,9,9.8281
Omicron BA.2,Traveler weight,Travel hubs,1,17,9,9.8379
Omicron BA.2,Traveler weight,Travel hubs,1,Max,9,9.5898
